SPLIT,EVAL_CELL,N,FILE_FAKE_PROB_Q10,FILE_FAKE_PROB_MEDIAN,FILE_FAKE_PROB_Q90,VOICE_FAKE_PROB_Q10,VOICE_FAKE_PROB_MEDIAN,VOICE_FAKE_PROB_Q90,MUSIC_FAKE_PROB_Q10,MUSIC_FAKE_PROB_MEDIAN,MUSIC_FAKE_PROB_Q90,VOICE_PRESENT_PROB_Q10,VOICE_PRESENT_PROB_MEDIAN,VOICE_PRESENT_PROB_Q90,MUSIC_PRESENT_PROB_Q10,MUSIC_PRESENT_PROB_MEDIAN,MUSIC_PRESENT_PROB_Q90
all,sequential__voice_real__music_fake,8,0.6703725635600001,0.78522989155,0.96327471733,0.42301829759000004,0.78522989155,0.90793867707,0.55341258945,0.6968292146999999,0.8245501846,0.7842341780300001,0.8595088422499999,0.88579815031,0.6173516989,0.74489462375,0.78601274491
all,sequential__voice_real__music_real,8,0.54809817972,0.80018562075,0.99119744299,0.15669898466,0.6391810625500001,0.99119744299,0.49228594599,0.54172164205,0.7474517226099999,0.82129235269,0.8518424332,0.87335204483,0.6497663736400001,0.8759896159,0.9448865235
audit_yue,concurrent__voice_fake__music_fake,8,0.36077768143000005,0.9990108609,0.99993096591,0.98150114418,0.9996267259,0.99993096591,0.09862034403,0.5061220581,0.5921218963299999,0.65317350629,0.7327780127500001,0.78516388538,0.70474907161,0.8242571354,0.85361283418
audit_yue,concurrent__voice_fake__music_real,8,0.21585087179,0.73219876,0.9983732760099999,0.78985722661,0.99372655155,0.99982593657,0.13993693246,0.2471395284,0.5143881762,0.50371056797,0.7151763737000001,0.84729498625,0.68939730523,0.83791565895,0.9122141897499999
audit_yue,concurrent__voice_real__music_fake,8,0.23625534757000002,0.5899558812,0.98207613225,0.07179435678,0.688198477,0.9971529364199999,0.04696473081,0.1855889135,0.46717756089999996,0.62648981809,0.8017061352999999,0.83489493136,0.4789497018,0.7293570041499999,0.87539251445
audit_yue,concurrent__voice_real__music_real,8,0.23441930562000002,0.4648204666,0.9855017781200001,0.00057626684,0.5114595108000001,0.99948528409,0.23412866149,0.3534801069,0.47175017671999997,0.60188553331,0.81744486095,0.87366172079,0.67189929483,0.8308418988999999,0.9145309149899999
audit_yue,music_only__music_fake,8,0.49678601885,0.5651786160000001,0.9105993956599999,0.6591685116,0.7790883481499999,0.95995617509,0.49678601885,0.5651786160000001,0.9105993956599999,0.01832268202,0.022916131649999998,0.028073505699999998,0.62945404648,0.74985608455,0.77189536092
audit_yue,music_only__music_real,8,0.12674705909,0.36413691815,0.5079313583999999,0.10571776855000001,0.6237973422,0.99745417236,0.12674705909,0.36413691815,0.5079313583999999,0.02712827644,0.06924282945,0.14537465274,0.64922088681,0.90788444875,0.94086499808
audit_yue,native_yue_vocal__voice_fake__music_fake,6,0.5125619795,0.7193125589,0.9579082727499999,0.96577101945,0.9988300204,0.99917653205,0.5125619795,0.7193125589,0.9579082727499999,0.07269084455,0.14521743355,0.20580127835,0.7350596487500001,0.7611697316,0.81078755855
audit_yue,native_yue_vocal__voice_fake__music_real,6,0.10925484635,0.54688019305,0.61063954235,0.5074440427,0.9956328869,0.9990963340000001,0.10925484635,0.54688019305,0.61063954235,0.08396942354999999,0.18218982965,0.2506057918,0.6232219934500001,0.90043890475,0.91819876435
audit_yue,partial_overlap__voice_fake__music_fake,8,0.98533178569,0.99991446735,0.9999690771499999,0.98533178569,0.99991446735,0.9999690771499999,0.70127328037,0.8348027393499999,0.98636825977,0.66954741177,0.8415974080499999,0.86134124402,0.48617971541,0.7316225171,0.78897921444
audit_yue,partial_overlap__voice_fake__music_real,8,0.8562465905800001,0.9996730685499999,0.99996318818,0.96957546473,0.9996730685499999,0.99996318818,0.49182715712,0.66174651685,0.95578056129,0.70321401356,0.83724972605,0.85659008623,0.7498570800000001,0.8340113759000001,0.92544927004
audit_yue,partial_overlap__voice_real__music_fake,8,0.5320055544500001,0.8372363746,0.98225678799,0.20811121539000002,0.8372363746,0.98225678799,0.6005244687400001,0.6875586882,0.75377159862,0.78495258094,0.842389822,0.86808820961,0.61617794632,0.73891970515,0.8125314653
audit_yue,partial_overlap__voice_real__music_real,8,0.55474673062,0.8891875147999999,0.98794824479,0.08388716393000001,0.8891875147999999,0.98794824479,0.48351867202,0.5534780547,0.72530070988,0.81314965489,0.85453236105,0.88613154888,0.7584914207500001,0.8625883757999999,0.9297059834
audit_yue,sequential__voice_fake__music_fake,8,0.91570581795,0.9999037981000001,0.9999715805,0.99237441418,0.9999037981000001,0.9999715805,0.6017946035,0.8238549828499999,0.99122191072,0.71727210585,0.8469103277000001,0.86399137375,0.62180373667,0.7137251793999999,0.75296997427
audit_yue,sequential__voice_fake__music_real,8,0.91323521135,0.99989807605,0.9999762297,0.9958719670299999,0.99989807605,0.9999762297,0.47570022643000004,0.7253880948,0.77640832963,0.7817587136999999,0.8338361680499999,0.85721502303,0.65814679263,0.85736575725,0.94321953655
audit_yue,sequential__voice_real__music_fake,8,0.6703725635600001,0.78522989155,0.96327471733,0.42301829759000004,0.78522989155,0.90793867707,0.55341258945,0.6968292146999999,0.8245501846,0.7842341780300001,0.8595088422499999,0.88579815031,0.6173516989,0.74489462375,0.78601274491
audit_yue,sequential__voice_real__music_real,8,0.54809817972,0.80018562075,0.99119744299,0.15669898466,0.6391810625500001,0.99119744299,0.49228594599,0.54172164205,0.7474517226099999,0.82129235269,0.8518424332,0.87335204483,0.6497663736400001,0.8759896159,0.9448865235
