SPLIT,EVAL_CELL,N,FILE_FAKE_PROB_Q10,FILE_FAKE_PROB_MEDIAN,FILE_FAKE_PROB_Q90,VOICE_FAKE_PROB_Q10,VOICE_FAKE_PROB_MEDIAN,VOICE_FAKE_PROB_Q90,MUSIC_FAKE_PROB_Q10,MUSIC_FAKE_PROB_MEDIAN,MUSIC_FAKE_PROB_Q90,VOICE_PRESENT_PROB_Q10,VOICE_PRESENT_PROB_MEDIAN,VOICE_PRESENT_PROB_Q90,MUSIC_PRESENT_PROB_Q10,MUSIC_PRESENT_PROB_MEDIAN,MUSIC_PRESENT_PROB_Q90
all,sequential__voice_fake__music_fake,25,0.8063413613074151,0.9402121417177568,0.9857336436613088,0.8061410863372361,0.9190235881593442,0.9790348807384586,0.4730698747196135,0.6977451306010991,0.8421188274908491,0.74582382444,0.8102165461,0.88022345308,0.5737859129800001,0.8696696162,0.92012598516
all,sequential__voice_fake__music_real,25,0.6807156535088552,0.8801346237691829,0.9543689111034237,0.5976069999917736,0.8639188750985684,0.9412728024092156,0.2862139033859387,0.5084136310391002,0.7527874329350398,0.74451011416,0.8122286201,0.8817800879600001,0.78613692522,0.8496869206,0.91902586222
all,sequential__voice_real__music_fake,25,0.4858757047676478,0.7819541931496422,0.8739307378441455,0.29787106508957023,0.5717087623214501,0.8242285401167612,0.45741702037191334,0.6314551711717081,0.8131830752552763,0.6827286720200001,0.8271025419,0.87401112316,0.695883441,0.8802365065,0.91503160002
all,sequential__voice_real__music_real,25,0.4761034203396328,0.6967726543863485,0.835574023474618,0.3025900487748538,0.6415987918728528,0.8085648641534032,0.2473606224408472,0.4450393901266982,0.6907010272895043,0.74611947538,0.8334299326,0.86303174498,0.80312353374,0.8819506168,0.93399968148
all,voice_only__voice_fake,25,0.8913982083184101,0.986802593962215,0.9995940529454526,0.8558498474019891,0.9886440417773396,0.9995220704172527,0.41752889767581647,0.5842368786684936,0.711270828919689,0.6962343454600001,0.7941350937,0.88132447004,0.029847275080000003,0.0384371094,0.049476876100000004
all,voice_only__voice_real,25,0.0014634964543408001,0.080503676743278,0.2110772219707846,0.00019665994102652001,0.0045492276077867,0.12752680822689008,0.29719542540006944,0.4874001472181796,0.7990323166019467,0.63368778226,0.8318300247,0.88481827978,0.037395280600000004,0.0499385558,0.11813236774000002
holdout,concurrent__voice_fake__music_fake,25,0.19576994008765447,0.634940064455803,0.9347495778690165,0.2441220337452335,0.8515605714767045,0.9691826647060909,0.12376434850369762,0.4748126893344715,0.637736902752247,0.11524048890000002,0.6105589867,0.8051890731,0.70615124702,0.8705130816,0.9175346613400001
holdout,concurrent__voice_fake__music_real,25,0.03165589684433099,0.3245151336638016,0.8215324973126377,0.05290943618136182,0.8366386750669158,0.956973289590624,0.006975569292483961,0.1111944816645719,0.4110331874398127,0.17548624576000005,0.5744946003,0.7777349114800001,0.8115761399,0.8808624148,0.91986595394
holdout,concurrent__voice_real__music_fake,25,0.13817312121574193,0.533431880936774,0.7618583944667281,0.007195239827280643,0.6069983853986238,0.8957189983637901,0.12464455940380378,0.4048508874782291,0.7107773533315982,0.27459305526000005,0.6767566204,0.8378080487199999,0.5475404620000001,0.8727535009,0.92381705046
holdout,concurrent__voice_real__music_real,25,0.06406113280985817,0.4215089921451375,0.8840265471752031,0.00155951032734734,0.5026922626702295,0.8879125228984358,0.008231123795113742,0.1722447944731928,0.5013846897242275,0.35653352144,0.7195736766,0.83924564126,0.7538479566399999,0.8713593483,0.92408472304
holdout,music_only__music_fake,25,0.24648346602212792,0.6741948227991074,0.8237345772988123,0.33202440300527863,0.8403162537004418,0.9810615129380905,0.23283430232047694,0.6185692759152441,0.8100022602712976,0.030904254699999998,0.0525495857,0.16871832010000004,0.7696993708400001,0.9012128115,0.93990952966
holdout,music_only__music_real,25,0.11208308292952443,0.3607500809328774,0.5596992373728598,0.03101374055224731,0.6497237377062013,0.8874916293466266,0.023283775794674763,0.2436817097419713,0.50223766606622,0.02356092334,0.0417702608,0.13883359132000003,0.6087991714200001,0.8405728936,0.90644373894
holdout,partial_overlap__voice_fake__music_fake,25,0.38656716334327074,0.8103664516998043,0.9727452196514536,0.6837840816059783,0.8458032653689902,0.9605602356089012,0.300967230044508,0.5678520533255337,0.8842607761634119,0.52565033434,0.7364904284,0.84407161474,0.78298356534,0.8856488466,0.92685595746
holdout,partial_overlap__voice_fake__music_real,25,0.5849920514753245,0.8753397846143265,0.9464455289832446,0.6814574751523983,0.8851880017935206,0.9543657415819028,0.08269656961007243,0.3707421592550002,0.6184490432309703,0.63098305468,0.7880802751,0.8288999795800001,0.7608789921,0.8712516427,0.91674979922
holdout,partial_overlap__voice_real__music_fake,25,0.5602127138631999,0.8199883591572884,0.8909170304850138,0.39680348600534665,0.6553053876736115,0.9103654720794571,0.2151873424135198,0.5843302766206415,0.8637209405585856,0.56936433314,0.7469850183,0.8590859532,0.7819234252,0.8930764198,0.9265933871200001
holdout,partial_overlap__voice_real__music_real,25,0.1890802018306625,0.5998281618938632,0.8579860675315725,0.19267786198235176,0.6808896692368965,0.9126967545206649,0.08524129121760121,0.2556135807957349,0.7253825768576169,0.46220415232,0.7738624215,0.85841037034,0.8138306141,0.8771158457,0.91268571614
holdout,sequential__voice_fake__music_fake,25,0.8063413613074151,0.9402121417177568,0.9857336436613088,0.8061410863372361,0.9190235881593442,0.9790348807384586,0.4730698747196135,0.6977451306010991,0.8421188274908491,0.74582382444,0.8102165461,0.88022345308,0.5737859129800001,0.8696696162,0.92012598516
holdout,sequential__voice_fake__music_real,25,0.6807156535088552,0.8801346237691829,0.9543689111034237,0.5976069999917736,0.8639188750985684,0.9412728024092156,0.2862139033859387,0.5084136310391002,0.7527874329350398,0.74451011416,0.8122286201,0.8817800879600001,0.78613692522,0.8496869206,0.91902586222
holdout,sequential__voice_real__music_fake,25,0.4858757047676478,0.7819541931496422,0.8739307378441455,0.29787106508957023,0.5717087623214501,0.8242285401167612,0.45741702037191334,0.6314551711717081,0.8131830752552763,0.6827286720200001,0.8271025419,0.87401112316,0.695883441,0.8802365065,0.91503160002
holdout,sequential__voice_real__music_real,25,0.4761034203396328,0.6967726543863485,0.835574023474618,0.3025900487748538,0.6415987918728528,0.8085648641534032,0.2473606224408472,0.4450393901266982,0.6907010272895043,0.74611947538,0.8334299326,0.86303174498,0.80312353374,0.8819506168,0.93399968148
holdout,voice_only__voice_fake,25,0.8913982083184101,0.986802593962215,0.9995940529454526,0.8558498474019891,0.9886440417773396,0.9995220704172527,0.41752889767581647,0.5842368786684936,0.711270828919689,0.6962343454600001,0.7941350937,0.88132447004,0.029847275080000003,0.0384371094,0.049476876100000004
holdout,voice_only__voice_real,25,0.0014634964543408001,0.080503676743278,0.2110772219707846,0.00019665994102652001,0.0045492276077867,0.12752680822689008,0.29719542540006944,0.4874001472181796,0.7990323166019467,0.63368778226,0.8318300247,0.88481827978,0.037395280600000004,0.0499385558,0.11813236774000002
