SPLIT,EVAL_CELL,N,FILE_FAKE_PROB_Q10,FILE_FAKE_PROB_MEDIAN,FILE_FAKE_PROB_Q90,VOICE_FAKE_PROB_Q10,VOICE_FAKE_PROB_MEDIAN,VOICE_FAKE_PROB_Q90,MUSIC_FAKE_PROB_Q10,MUSIC_FAKE_PROB_MEDIAN,MUSIC_FAKE_PROB_Q90,VOICE_PRESENT_PROB_Q10,VOICE_PRESENT_PROB_MEDIAN,VOICE_PRESENT_PROB_Q90,MUSIC_PRESENT_PROB_Q10,MUSIC_PRESENT_PROB_MEDIAN,MUSIC_PRESENT_PROB_Q90
all,sequential__voice_fake__music_fake,25,0.8080582527282305,0.9402121417177568,0.9859295179089983,0.8055623615874816,0.9161275284582816,0.9794861520245635,0.47495151437195904,0.6780612786461575,0.8389079683070038,0.74582382444,0.8102165461,0.88022345308,0.5737859129800001,0.8696696162,0.92012598516
all,sequential__voice_fake__music_real,25,0.6714816247413172,0.868171126634665,0.955089830485744,0.6153079305666297,0.864342044411232,0.9404391460483922,0.2828350534059508,0.5117562418079044,0.7404873714154873,0.74451011416,0.8122286201,0.8817800879600001,0.78613692522,0.8496869206,0.91902586222
all,sequential__voice_real__music_fake,25,0.4846313772801753,0.7824105396780755,0.8731873587586028,0.300572825211936,0.5778319460979928,0.8279251198488842,0.4381361729926204,0.6287710932576135,0.8119869121545414,0.6827286720200001,0.8271025419,0.87401112316,0.695883441,0.8802365065,0.91503160002
all,sequential__voice_real__music_real,25,0.4701889451329707,0.6963719204378017,0.8255702445059805,0.2996369107844398,0.6498277125266044,0.8080406498881012,0.24587358434881307,0.4434762975772823,0.6831546262886254,0.74611947538,0.8334299326,0.86303174498,0.80312353374,0.8819506168,0.93399968148
all,voice_only__voice_fake,25,0.882153554237237,0.9865334170937958,0.9995787980388883,0.8559752680087351,0.9888648913232464,0.9995100758866087,0.40852371637816237,0.5827044315740421,0.6972561334894025,0.6962343454600001,0.7941350937,0.88132447004,0.029847275080000003,0.0384371094,0.049476876100000004
all,voice_only__voice_real,25,0.0014267496534904002,0.0868149285222914,0.2088644063065661,0.00019423895618776003,0.004627903007877,0.13878005299958404,0.2888710431300447,0.4670125181167155,0.7964239954625918,0.63368778226,0.8318300247,0.88481827978,0.037395280600000004,0.0499385558,0.11813236774000002
holdout,concurrent__voice_fake__music_fake,25,0.18934339521125146,0.6275250048496386,0.9347671610280253,0.24733993697317208,0.8564302288824175,0.9702476675364962,0.11805042311314372,0.4706024311601549,0.622935566136041,0.11524048890000002,0.6105589867,0.8051890731,0.70615124702,0.8705130816,0.9175346613400001
holdout,concurrent__voice_fake__music_real,25,0.03258440086773929,0.3184038958708953,0.8250627537811929,0.05477000623322982,0.839300430857745,0.9572338739068648,0.007463447641548681,0.1073296738606256,0.40829285965786616,0.17548624576000005,0.5744946003,0.7777349114800001,0.8115761399,0.8808624148,0.91986595394
holdout,concurrent__voice_real__music_fake,25,0.13922295689230374,0.5418848280499827,0.7681224480109458,0.007517220381494525,0.5978621310917461,0.9000974454973197,0.12141109545791466,0.4172844211601703,0.7084906558173689,0.27459305526000005,0.6767566204,0.8378080487199999,0.5475404620000001,0.8727535009,0.92381705046
holdout,concurrent__voice_real__music_real,25,0.06422896490193775,0.4324400828170084,0.8875187793149224,0.0015829892971072801,0.5101124631586539,0.8909647584333606,0.008338614763340801,0.1845440411735225,0.4942134395639243,0.35653352144,0.7195736766,0.83924564126,0.7538479566399999,0.8713593483,0.92408472304
holdout,music_only__music_fake,25,0.2425674427015072,0.6774580002310461,0.8266984863652812,0.3361714977958745,0.8440017711826036,0.9817401807178538,0.22586459086768848,0.6185692759152441,0.8123409734417435,0.030904254699999998,0.0525495857,0.16871832010000004,0.7696993708400001,0.9012128115,0.93990952966
holdout,music_only__music_real,25,0.11120624698854611,0.3444463835379937,0.547365763867559,0.03073770021003285,0.6509588749746256,0.8853472580374855,0.021217294029112623,0.238724551959874,0.4856767434964043,0.02356092334,0.0417702608,0.13883359132000003,0.6087991714200001,0.8405728936,0.90644373894
holdout,partial_overlap__voice_fake__music_fake,25,0.39448173617254106,0.8067858437900755,0.9731958592301798,0.6880248239140401,0.8508271575323431,0.9607894303342709,0.29821908824743887,0.5723310522374202,0.8842607761634119,0.52565033434,0.7364904284,0.84407161474,0.78298356534,0.8856488466,0.92685595746
holdout,partial_overlap__voice_fake__music_real,25,0.5840912265877432,0.8763607112816962,0.9474507037851003,0.6822579810212144,0.878462409788778,0.9548984803812613,0.08442783352226549,0.3733109668947495,0.5969103939294894,0.63098305468,0.7880802751,0.8288999795800001,0.7608789921,0.8712516427,0.91674979922
holdout,partial_overlap__voice_real__music_fake,25,0.5696644411420021,0.8199883591572884,0.8893209039650184,0.4251001699327918,0.666135557621509,0.9145631876751227,0.2158371001361021,0.5723578119280206,0.8649843790110131,0.56936433314,0.7469850183,0.8590859532,0.7819234252,0.8930764198,0.9265933871200001
holdout,partial_overlap__voice_real__music_real,25,0.19587329950650298,0.5712121950640895,0.8595487207796003,0.19009358993660933,0.7085114702299902,0.9146237245591933,0.08424977517483401,0.2437380297575054,0.7182359881838412,0.46220415232,0.7738624215,0.85841037034,0.8138306141,0.8771158457,0.91268571614
holdout,sequential__voice_fake__music_fake,25,0.8080582527282305,0.9402121417177568,0.9859295179089983,0.8055623615874816,0.9161275284582816,0.9794861520245635,0.47495151437195904,0.6780612786461575,0.8389079683070038,0.74582382444,0.8102165461,0.88022345308,0.5737859129800001,0.8696696162,0.92012598516
holdout,sequential__voice_fake__music_real,25,0.6714816247413172,0.868171126634665,0.955089830485744,0.6153079305666297,0.864342044411232,0.9404391460483922,0.2828350534059508,0.5117562418079044,0.7404873714154873,0.74451011416,0.8122286201,0.8817800879600001,0.78613692522,0.8496869206,0.91902586222
holdout,sequential__voice_real__music_fake,25,0.4846313772801753,0.7824105396780755,0.8731873587586028,0.300572825211936,0.5778319460979928,0.8279251198488842,0.4381361729926204,0.6287710932576135,0.8119869121545414,0.6827286720200001,0.8271025419,0.87401112316,0.695883441,0.8802365065,0.91503160002
holdout,sequential__voice_real__music_real,25,0.4701889451329707,0.6963719204378017,0.8255702445059805,0.2996369107844398,0.6498277125266044,0.8080406498881012,0.24587358434881307,0.4434762975772823,0.6831546262886254,0.74611947538,0.8334299326,0.86303174498,0.80312353374,0.8819506168,0.93399968148
holdout,voice_only__voice_fake,25,0.882153554237237,0.9865334170937958,0.9995787980388883,0.8559752680087351,0.9888648913232464,0.9995100758866087,0.40852371637816237,0.5827044315740421,0.6972561334894025,0.6962343454600001,0.7941350937,0.88132447004,0.029847275080000003,0.0384371094,0.049476876100000004
holdout,voice_only__voice_real,25,0.0014267496534904002,0.0868149285222914,0.2088644063065661,0.00019423895618776003,0.004627903007877,0.13878005299958404,0.2888710431300447,0.4670125181167155,0.7964239954625918,0.63368778226,0.8318300247,0.88481827978,0.037395280600000004,0.0499385558,0.11813236774000002
